1335,
39,5.43E-04
68.885841,1.80E-03
98.771682,5.29E-03
128.657523,2.15E-02
158.543364,5.65E-02
188.429205,1.06E-01
218.315046,1.70E-01
248.200887,2.36E-01
278.086728,2.99E-01
307.972568,3.81E-01
337.858409,4.79E-01
367.74425,5.76E-01
397.630091,6.59E-01
427.515932,7.12E-01
457.401773,7.44E-01
487.287614,7.70E-01
517.173455,7.92E-01
547.059296,8.14E-01
576.945137,8.35E-01
606.830978,8.52E-01
636.716819,8.71E-01
666.60266,8.85E-01
696.488501,9.00E-01
726.374342,9.14E-01
756.260183,9.27E-01
786.146024,9.35E-01
816.031865,9.43E-01
845.917705,9.58E-01
875.803546,9.67E-01
905.689387,9.67E-01
935.575228,9.76E-01
965.461069,9.87E-01
995.34691,9.84E-01
1025.232751,9.83E-01
1055.118592,9.94E-01
1085.004433,1.00E+00
1114.890274,1.00E+00
1144.776115,1.00E+00
1174.661956,1.00E+00
1204.547797,1.00E+00
1234.433638,1.00E+00
1264.319479,1.00E+00
1294.20532,1.00E+00
1324.091161,1.00E+00
1353.977001,1.00E+00
1383.862842,1.00E+00
1413.748683,1.00E+00
1443.634524,1.00E+00
1473.520365,1.00E+00
1503.406206,1.00E+00
1533.292047,1.00E+00
1563.177888,1.00E+00
1593.063729,1.00E+00
1622.94957,1.00E+00
1652.835411,1.00E+00
1682.721252,1.00E+00
1712.607093,1.00E+00
1742.492934,1.00E+00
1772.378775,1.00E+00
1802.264616,1.00E+00
1832.150457,1.00E+00
1862.036298,1.00E+00
1891.922138,1.00E+00
1921.807979,1.00E+00
1951.69382,1.00E+00
1981.579661,1.00E+00
2011.465502,1.00E+00
2041.351343,1.00E+00
2071.237184,1.00E+00
2101.123025,1.00E+00
2131.008866,1.00E+00
2160.894707,1.00E+00
2190.780548,1.00E+00
2220.666389,1.00E+00
2250.55223,1.00E+00
2280.438071,1.00E+00
2310.323912,1.00E+00
2340.209753,1.00E+00
2370.095594,1.00E+00
2399.981434,1.00E+00
2429.867275,1.00E+00
2459.753116,1.00E+00
2489.638957,1.00E+00
2519.524798,1.00E+00
2549.410639,1.00E+00
2579.29648,1.00E+00
2609.182321,1.00E+00
2639.068162,1.00E+00
2668.954003,1.00E+00
2698.839844,1.00E+00
2728.725685,1.00E+00
